,sentiment,content
6893,neutral,olmyt sure i ll try n keep up p enjoy studying cya
6894,0,favorite spotter last tweet go phone
6895,neutral,joyofzen okay doing
6896,0,work
6897,neutral,terminator salvation myself
6898,0,thedebbyryan look like ninja tutle xo lol
6899,0,hollie spelt ie y made cry bgt tonight gxx
6900,neutral,done it s summer
6901,0,stomach cramp sat bed hot water bottle hot milk amp toast feel like wi girl minus stomach cramp
6902,neutral,paid mo dedicated server godaddy would rather get slice slicehost using m sql
6903,0,ugh going skool
6904,0,grandparent cat may die love cat swear go
6905,neutral,think i m going go outside john cage moment music major rejoice
6906,neutral,laura diaz notice men kid store sat i heading church sing choir st amp nd service
6907,0,somuchmo aww miss u already def sum wknd lol
6908,0,klzmst too
6909,neutral,simplyshannon wanted say hello
6910,0,well rite gt headache
6911,0,dog died today year miss much
6912,neutral,year phil spector http bit ly zwd
6913,0,simple greeting unexpected people actually lighten mood ever happen you
6914,0,i m feeling pretty energized amp ready face day w only hour sleep hope last day
6915,neutral,still playin rock band woot woot
6916,neutral,wearing glass give headache
6917,neutral,postponed abandoned
6918,0,emmaroo innerchild sarah like cooky sad feel sad guilty
6919,neutral,younglexholla ooohhh well could always borrow burn buddy lol
6920,neutral,robertholiday mmichelle missjo ladie g morning headed classroom now good one
6921,neutral,jigang pawing thru elle amp saw innit
6922,0,ddlovato caan t iht earlier icant wait long ahar
6923,neutral,shower doctor s appointment
6924,neutral,http twitpic com wrk ashley tisdale love shade girl
6925,neutral,akavirtualpa thanks anita looking hosting look
6926,neutral,robcairns pleasure hear kelli new project followfriday
6927,neutral,forever yours i m home cat right now
6928,neutral,time
6929,neutral,vautrin think end remembering poetry feeling behind something far important name
6930,neutral,davidarchie maybe take recorder around record new melody came yr head
6931,0,darn dont guitar tomorrow
6932,neutral,working close
6933,neutral,wish weather would make mind up also wish could hurry get new song myspace
6934,neutral,moodle intro training morning age since i ve done that booking
6935,neutral,mcosare fil cool people like
6936,neutral,quot the complete black book quot arrived looking forward entertaining tv night dvd
6937,0,im feelin rite mood flor twitter dark
6938,neutral,frugalgaming cant get chat thing work
6939,0,survivorqueen can t shes taken key muh car
6940,0,ready weekend sad office tomorrow morning
6941,neutral,decordiva yep getting material together st usa pitch realtor quite worked angle yet it ll come
6942,neutral,evertb gather mrsbopp still asleep
6943,0,wrote lyric new song exciting i slept full stomach worst feeling waking still feeling full euggh
6944,neutral,luckystarlaura yet another semi final tonight
6945,neutral,rustycharm retail paper sound like plan probably start somebody awake answer them
6946,neutral,pcsketch would cheaper take spirit tasmania the ship island on bus expensive ship
6947,0,drbri i m sure i ve never used it sorry
6948,neutral,justjen btw plan anything next sunday find time they re showing wolverine take u movie
6949,neutral,watching alias beginning approximately th time
6950,0,can t even gift money away day re http ff im lqux
6951,0,hey everyone guess what rooney coming today
6952,neutral,neestaples thx ff followfriday
6953,neutral,wishing mom happy mother s day
6954,neutral,can t wait th th gonna loooong night
6955,neutral,hairspray hair lighter amp bong new haircut
6956,neutral,parkpr year young
6957,neutral,djwillgates
6958,0,cab slow probably miss first beer
6959,0,brother wandering around house underwear charming sister female guest i m sure
6960,0,rina spn boyfriend even say bye
6961,neutral,going wedding afternoon
6962,neutral,terrencej i m you been till last night
6963,0,nkeathley tried join chat site would let sign
6964,neutral,morning all typical grey amp wet bank holiday mon far today photo gallery paint gallery later may treat myself
6965,neutral,war man im fully obsessed burrito enchilado style mom doesnt wanna go tho
6966,0,jmorgan i m getting another one there s alfie
6967,neutral,told shes allowed sun tomorow either wear sun cream
6968,neutral,caitiehendry this http www sife org usaexpo
6969,neutral,getting jba
6970,0,bigheadasian ahhh can t one will la vega weekend noctweetup
6971,0,sigh it s always sad watch series finale no green wing left watch
6972,0,knee sore physio
6973,neutral,adamsconsulting hello may great day
6974,neutral,davidlem re meeting right afternoon started fill
6975,neutral,favourite shirt true lt grumpy a cute b huggable c life party d http tinyurl com qeax
6976,neutral,abzquine oh source sleeping bag
6977,neutral,going clean room thats hard keep room pretty clean really anyway could still better thing
6978,neutral,doente
6979,0,kanoaofgomega love go kanoa sorry loss dear
6980,neutral,weather prague like weather belgium gt rainy
6981,0,jonasbrothers saw webc awesome loved song im sad cuz couldnt wake early started am
6982,neutral,nan s house eating fish chip watching top gear good time
6983,neutral,ayou nope telling want cameo cream
6984,0,caiteggers need one too
6985,neutral,never got see print
6986,0,rd day pain
6987,neutral,hate covering store
6988,neutral,twitter wont work mob
6989,0,that btw
6990,neutral,pizza party went well still invisible might well bag head whatever
6991,neutral,momofnation bad sort want miss me know missing her
6992,neutral,chillin
6993,neutral,mikemayer too
6994,0,road again miss traveling traveling partner
6995,neutral,taking care yucky stuff
6996,0,internet pocket edge network denver sob
6997,0,davidarchie want hear something funny i m radio right now
6998,neutral,wish
6999,neutral,thelastdoctor time theme quot purple quot
7000,neutral,family went beach pool friend stuck house till get back
7001,neutral,okay okay sleep realz now goodnight wave follower
7002,neutral,marshawrites yes write article
7003,0,flash lost frisby roof sad day lol
7004,0,ladyloki idiot family feeling mix amongst stuff
7005,0,two dozen rose sent overnight delivered morning found recipient town sad
7006,neutral,clocsen accept blame said quot in english quot the language say quot in british quot could
7007,neutral,qclindalou go log myspace page
7008,0,got clean bathroom today
7009,0,carothenyx aww im sorry im home hope ok love ya wifey lt xx
7010,neutral,lint you what s favorite rhcp song
7011,0,hitting bar two people lame tonight
7012,neutral,kimberlee hatch miss
7013,0,bored lonely work
7014,neutral,odwgoog absolutely
7015,neutral,many thing missed tweeting
7016,neutral,feel my cousin monkey http plurk com p xpa
7017,neutral,mother s day lunch
7018,neutral,chrisettefan nm dang gotta bounce like minute i m chilling usual
7019,neutral,tim in nh night bud
7020,neutral,mitchelmusso england saynow number cant call u one
7021,neutral,thinking canï¿½t control thought
7022,neutral,jamesprops cute kitty
7023,0,davecandoit dude honest god happens time minus trail mix
7024,neutral,shadowsforsale
7025,neutral,beach ashley
7026,neutral,allancavanagh i d move mudhut could none crap like mudhut
7027,neutral,darrala sorry again twitter ap phone text it reply internet now
7028,neutral,lt my expression watching again http tinyurl com eqbwe
7029,neutral,gracie dustin sleepover
7030,neutral,pjpri go near hive they ll tame you
7031,neutral,jussinen i ve gone back can t see anything obvious know apple store today anyway
7032,neutral,exception short dude larenz fineass tate yum
7033,0,javierchua well right side thirty
7034,neutral,know make late night call india team member picture struggling message thanks angelac
7035,0,crizzoid cant stand summer fever for me weather get really humid lol
7036,neutral,nessie cullen wish right
7037,neutral,stormy
7038,0,jkblacker unfortunately i m jamesog someone s squatting
7039,0,enough already wolfram alpha next google next cuil http bit ly hesz
7040,0,iveland know really hurt arm guess booze me ask hpeikemo erlandwienke believe me
7041,neutral,nichola abdo
7042,neutral,haul video coming up
7043,0,miss r can t get one either dog i m pretty sure bunny survive struggle tom
7044,0,s retro prom wishing dance with i m gonna miss great dancing nite still blast amp drink
7045,neutral,technx fair enough actually dont give x men mad max fine
7046,neutral,mrskutcher checked library website girl dragon tattoo checked
7047,neutral,can t concentrate need booster woork
7048,neutral,ugh hour
7049,0,amypredsfan oops too late already popped bridge since missed tv i lt blair amp jo too
7050,neutral,davidchua think play psp pokemons
7051,neutral,schwendigity see floor make offer let know receive call soon
7052,neutral,hey dont know use
7053,0,retrorewind awwww cried make cry love joey
7054,0,twisty i m using paint net x running crazily fast can t afford c unfortunately yet
7055,0,going work people party going home visit grandma sadness
7056,neutral,first weekend home
7057,neutral,leno s last show tonight
7058,neutral,send blog s rss feed site republish send traffic site
7059,neutral,seriously dont like girl
7060,neutral,demr awd i m gonna disagree friend coolest one planet sitting right next me
7061,0,oops spent much already lol quid gone
7062,neutral,way work cant bothered
7063,0,i m busy work today it interferring socializing
7064,neutral,preview trailer new moon joke second still watched tho twice lol figured missed something still sick
7065,0,csuryan surprised fired stuckeycsu announcing whole world body they d found quot selfish quot
7066,0,berumen no sitting around sculpting tiny koi
7067,neutral,disappointed win teh glassez
7068,neutral,happy meal b o b toy http tinyurl com cjtqaf
7069,neutral,jjujuu yeah
7070,neutral,love idol looking new sm sending solution http promotion itagg com get ï¿½ free sm every itagg
7071,neutral,melanienugent oh damn im sorry good adding spoiler cause blayze watching later
7072,0,suzydunkley sorry bout cat
7073,0,moving nothing accessible camera broken kitchen stuff box internet make hard cook blog get brooklyn
7074,neutral,mryoga love mom best mom planet
7075,neutral,back hospital work later studio time
7076,neutral,gabemedina problem way around except loop hole education equivalent experience
7077,neutral,elishakhalid called didnt answer
7078,0,mitchelmusso http twitpic com swx tried didnt get
7079,neutral,miss walk home together
7080,neutral,micheleamadesi hug
7081,0,im feeling nostalgic im sad happy feel over time feel over love you
7082,neutral,whitelakegal
7083,neutral,fresa i d vega anniversary cant get enough jk
7084,neutral,momtwnsn enter giveaway then use i know could
7085,neutral,jakeboyd oh noooo blow tire reaaaally going send batman smoke
7086,0,cleaned four bathroom afternoon yes go ahead feel sorry me lol mine still waiting attention
7087,0,laurenbakarian miss
7088,neutral,day counting
